f,U_infinity,target,f_delta,delta_squared,alpha_squared,alpha_delta_pc1,c_0.0254,c_0.0508,c_0.1016,c_0.1524,c_0.2286,c_0.3048
7.601402334583733,71.3,126.642,0.0255531277756556,1.1300578939879372e-05,2.25,-5.608301493174933,False,False,False,False,False,True
7.824445930877619,71.3,124.512,0.0263029185727706,1.1300578939879372e-05,2.25,-5.608301493174933,False,False,False,False,False,True
8.055475141757274,71.3,123.392,0.0270795540783875,1.1300578939879372e-05,2.25,-5.608301493174933,False,False,False,False,False,True
8.294299608857235,71.3,121.762,0.0278823943774719,1.1300578939879372e-05,2.25,-5.608301493174933,False,False,False,False,False,True
8.517393171418904,71.3,119.632,0.0286323531428603,1.1300578939879372e-05,2.25,-5.608301493174933,False,False,False,False,False,True
8.748463629942055,71.3,118.122,0.0294091273079321,1.1300578939879372e-05,2.25,-5.608301493174933,False,False,False,False,False,True
8.987321812850125,71.3,115.372,0.0302120809472023,1.1300578939879372e-05,2.25,-5.608301493174933,False,False,False,False,False,True
9.210440366976515,71.3,113.492,0.0309621237250687,1.1300578939879372e-05,2.25,-5.608301493174933,False,False,False,False,False,True
5.755742213586912,39.6,121.851,0.0225245367814396,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
5.993961427306569,39.6,124.001,0.0234567844816245,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
6.2166061010848646,39.6,126.661,0.0243280827360656,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
6.447305862541213,39.6,128.311,0.025230903791902,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
6.68586094706836,39.6,128.831,0.0261644658897922,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
6.90875477931522,39.6,127.581,0.0270367392016422,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
7.131698510466912,39.6,125.211,0.0279092077879982,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
7.378383712996714,39.6,122.211,0.0288745863111542,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
7.601402334583733,39.6,122.101,0.0297473479739376,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
7.824445930877619,39.6,120.981,0.0306202073728049,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
8.055475141757274,39.6,119.111,0.0315243176968846,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
8.294299608857235,39.6,117.741,0.0324589339972468,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
8.517393171418904,39.6,116.241,0.0333319889342383,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
8.748463629942055,39.6,114.751,0.0342362606769551,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
8.987321812850125,39.6,112.251,0.0351710089208498,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
9.210440366976515,39.6,108.991,0.0360441616598967,1.5314720233133268e-05,2.25,-5.608300496567207,False,False,False,False,False,True
5.993961427306569,71.3,127.564,0.0254637475192674,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
6.2166061010848646,71.3,128.454,0.0264095940730627,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
6.447305862541213,71.3,129.354,0.0273896605198899,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
6.68586094706836,71.3,129.494,0.0284030982130595,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
6.90875477931522,71.3,129.004,0.0293500032501989,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
7.131698510466912,71.3,127.634,0.0302971202695357,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
7.378383712996714,71.3,126.514,0.0313450966020729,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
7.601402334583733,71.3,125.524,0.0322925317734631,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
7.824445930877619,71.3,124.024,0.0332400730432389,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
8.055475141757274,71.3,121.514,0.034221539068131,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
8.294299608857235,71.3,120.264,0.0352361211613611,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
8.517393171418904,71.3,118.134,0.0361838746995077,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
8.748463629942055,71.3,116.134,0.0371655159540192,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
8.987321812850125,71.3,114.634,0.0381802412798736,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
9.210440366976515,71.3,110.224,0.0391281009880218,1.8047487567283807e-05,9.0,-4.10830233857553,False,False,False,False,False,True
5.993961427306569,55.5,126.159,0.0270610175403762,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
6.2166061010848646,55.5,128.179,0.0280661944163797,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
6.447305862541213,55.5,129.569,0.0291077377040776,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
6.68586094706836,55.5,129.949,0.030184745523535,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
6.90875477931522,55.5,129.329,0.0311910472785972,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
7.131698510466912,55.5,127.329,0.0321975743129101,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
7.378383712996714,55.5,124.439,0.0333112872844682,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
7.601402334583733,55.5,123.069,0.0343181524276276,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
7.824445930877619,55.5,122.439,0.0353251303244289,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
8.055475141757274,55.5,120.189,0.0363681609818289,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
8.294299608857235,55.5,118.689,0.0374463849863779,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
8.517393171418904,55.5,117.309,0.0384535884665543,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
8.748463629942055,55.5,115.679,0.0394968053452401,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
8.987321812850125,55.5,113.799,0.0405751815669974,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
9.210440366976515,55.5,112.169,0.0415824978769241,2.038263642949762e-05,9.0,-4.108301857258599,False,False,False,False,False,True
5.755742213586912,39.6,123.312,0.0284630805750688,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
5.993961427306569,39.6,125.472,0.0296411132983944,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
6.2166061010848646,39.6,127.632,0.0307421273907911,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
6.447305862541213,39.6,129.292,0.0318829752007365,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
6.68586094706836,39.6,129.552,0.0330626688597854,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
6.90875477931522,39.6,128.312,0.0341649150812983,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
7.131698510466912,39.6,125.802,0.0352674080610043,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
7.378383712996714,39.6,122.782,0.0364873064747498,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
7.601402334583733,39.6,120.532,0.0375901697998285,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
7.824445930877619,39.6,120.162,0.0386931566288911,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
8.055475141757274,39.6,118.922,0.0398356336197715,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
8.294299608857235,39.6,116.792,0.0410166594194186,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
8.517393171418904,39.6,115.792,0.0421198933397951,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
8.748463629942055,39.6,114.042,0.0432625743069755,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
8.987321812850125,39.6,110.652,0.0444437668367726,2.445463218709931e-05,9.0,-4.108301079779679,False,False,False,False,False,True
5.755742213586912,31.7,123.118,0.0303970533349428,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
5.993961427306569,31.7,125.398,0.0316551295093328,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
6.2166061010848646,31.7,127.548,0.0328309538900015,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
6.447305862541213,31.7,128.698,0.0340493185583832,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
6.68586094706836,31.7,128.708,0.035309168523619,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
6.90875477931522,31.7,126.838,0.036486308752527,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
7.131698510466912,31.7,124.838,0.0376637125060363,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
7.378383712996714,31.7,122.088,0.0389664990068874,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
7.601402334583733,31.7,120.088,0.04014429826952,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
7.824445930877619,31.7,119.598,0.0413222294278263,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
8.055475141757274,31.7,118.108,0.0425423339746319,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
8.294299608857235,31.7,115.608,0.0438036065950405,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
8.517393171418904,31.7,113.858,0.0449818016337031,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
8.748463629942055,31.7,109.718,0.0462021240163278,2.789075698879571e-05,9.0,-4.108300472881603,False,False,False,False,False,True
5.525452939131784,71.3,126.395,0.0274359849058494,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
5.755742213586912,71.3,128.175,0.028579459138194,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
5.993961427306569,71.3,129.575,0.0297623085487118,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
6.2166061010848646,71.3,130.715,0.030867824417988,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
6.447305862541213,71.3,131.615,0.032013336875125,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
6.68586094706836,71.3,131.755,0.0331978540125253,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
6.90875477931522,71.3,131.015,0.0343046070487918,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
7.131698510466912,71.3,129.395,0.0354116078521852,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
7.378383712996714,71.3,126.645,0.0366364941316741,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
7.601402334583733,71.3,124.395,0.0377438667946917,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
7.824445930877619,71.3,123.775,0.0388513634666708,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
8.055475141757274,71.3,121.775,0.0399985117660644,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
8.294299608857235,71.3,119.535,0.0411843664908595,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
8.517393171418904,71.3,117.785,0.0422921112644483,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
8.748463629942055,71.3,116.165,0.043439464374151,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
8.987321812850125,71.3,113.665,0.0446254865108148,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
9.210440366976515,71.3,110.905,0.0457333553770708,2.465501901706507e-05,16.0,-3.10830267444638,False,False,False,False,False,True
5.525452939131784,39.6,123.543,0.031935050029044,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
5.755742213586912,39.6,126.843,0.0332660358472007,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
5.993961427306569,39.6,128.633,0.0346428537464428,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
6.2166061010848646,39.6,130.173,0.03592965663376,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
6.447305862541213,39.6,131.073,0.0372630149131547,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
6.68586094706836,39.6,130.723,0.0386417740199609,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
6.90875477931522,39.6,128.723,0.0399300169499763,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
7.131698510466912,39.6,126.343,0.0412185482769863,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
7.378383712996714,39.6,123.213,0.0426442964230653,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
7.601402334583733,39.6,120.963,0.043933260588763,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
7.824445930877619,39.6,120.233,0.0452223690989194,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
8.055475141757274,39.6,118.743,0.0465576314726808,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
8.294299608857235,39.6,115.863,0.0479379475099387,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
8.517393171418904,39.6,113.733,0.0492273448064224,3.340407368794205e-05,16.0,-3.108301203756387,False,False,False,False,False,True
7.131698510466912,71.3,128.144,0.0152700796862277,4.584549394837335e-06,0.0,-7.1083012508245815,False,False,False,False,True,False
7.378383712996714,71.3,129.134,0.0157982712095394,4.584549394837335e-06,0.0,-7.1083012508245815,False,False,False,False,True,False
7.601402334583733,71.3,128.244,0.0162757888889742,4.584549394837335e-06,0.0,-7.1083012508245815,False,False,False,False,True,False
7.824445930877619,71.3,128.354,0.0167533600431546,4.584549394837335e-06,0.0,-7.1083012508245815,False,False,False,False,True,False
8.055475141757274,71.3,127.834,0.0172480296446248,4.584549394837335e-06,0.0,-7.1083012508245815,False,False,False,False,True,False
8.294299608857235,71.3,125.824,0.0177593901064117,4.584549394837335e-06,0.0,-7.1083012508245815,False,False,False,False,True,False
8.517393171418904,71.3,124.304,0.0182370682461706,4.584549394837335e-06,0.0,-7.1083012508245815,False,False,False,False,True,False
8.748463629942055,71.3,122.044,0.0187318261652839,4.584549394837335e-06,0.0,-7.1083012508245815,False,False,False,False,True,False
8.987321812850125,71.3,118.024,0.0192432588178786,4.584549394837335e-06,0.0,-7.1083012508245815,False,False,False,False,True,False
9.210440366976515,71.3,118.134,0.0197209904684784,4.584549394837335e-06,0.0,-7.1083012508245815,False,False,False,False,True,False
5.755742213586912,55.5,119.54,0.0131848759016572,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
5.993961427306569,55.5,121.66,0.0137305728167952,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
6.2166061010848646,55.5,123.78,0.0142405925996483,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
6.447305862541213,55.5,126.16,0.0147690644478425,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
6.68586094706836,55.5,127.53,0.0153155307537474,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
6.90875477931522,55.5,128.29,0.0158261212924415,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
7.131698510466912,55.5,127.91,0.0163368261362666,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
7.378383712996714,55.5,126.79,0.0169019163820481,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
7.601402334583733,55.5,126.54,0.0174127927799594,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
7.824445930877619,55.5,126.54,0.0179237263882875,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
8.055475141757274,55.5,125.16,0.0184529529175639,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
8.294299608857235,55.5,123.41,0.0190000363073584,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
8.517393171418904,55.5,122.41,0.0195110843751281,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
8.748463629942055,55.5,118.41,0.0200404053917947,5.247463466864687e-06,0.0,-7.108300980655919,False,False,False,False,True,False
5.755742213586912,39.6,121.055,0.0145729753901673,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
5.993961427306569,39.6,123.565,0.01517612310078,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
6.2166061010848646,39.6,126.195,0.0157398376021111,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
6.447305862541213,39.6,128.705,0.0163239467962798,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
6.68586094706836,39.6,130.205,0.0169279448988715,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
6.90875477931522,39.6,130.435,0.0174922902450348,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
7.131698510466912,39.6,129.395,0.0180567619303366,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
7.378383712996714,39.6,127.095,0.0186813446951969,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
7.601402334583733,39.6,125.305,0.0192460059957438,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
7.824445930877619,39.6,125.025,0.0198107305298017,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
8.055475141757274,39.6,124.625,0.0203956738576337,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
8.294299608857235,39.6,123.465,0.0210003540105082,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
8.517393171418904,39.6,122.175,0.0215652050542608,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
8.748463629942055,39.6,117.465,0.0221502528170852,6.410527885497482e-06,0.0,-7.108300545057793,False,False,False,False,True,False
5.755742213586912,31.7,120.595,0.0156561781587187,7.398928663666655e-06,0.0,-7.108300205139006,False,False,False,False,True,False
5.993961427306569,31.7,123.635,0.0163041575699614,7.398928663666655e-06,0.0,-7.108300205139006,False,False,False,False,True,False
6.2166061010848646,31.7,126.675,0.016909772719044,7.398928663666655e-06,0.0,-7.108300205139006,False,False,False,False,True,False
6.447305862541213,31.7,129.465,0.0175372984893971,7.398928663666655e-06,0.0,-7.108300205139006,False,False,False,False,True,False
6.68586094706836,31.7,130.725,0.0181861915018758,7.398928663666655e-06,0.0,-7.108300205139006,False,False,False,False,True,False
6.90875477931522,31.7,130.595,0.0187924843862059,7.398928663666655e-06,0.0,-7.108300205139006,False,False,False,False,True,False
7.131698510466912,31.7,128.805,0.0193989130004063,7.398928663666655e-06,0.0,-7.108300205139006,False,False,False,False,True,False
7.378383712996714,31.7,125.625,0.0200699207239297,7.398928663666655e-06,0.0,-7.108300205139006,False,False,False,False,True,False
